,title,link,description,long_description,id,keyword_set
368,race presidency heats pete buttigieg steps mayor,https://www.huffpost.com/entry/pete-buttigieg-mayor-south-bend-steps-down_n_5e0d9467e4b0b2520d1ce37b,eight years job democratic presidential candidate pete buttigieg carried last official act mayor south bend indiana new year day attending swearing ceremony,eight years job democratic presidential candidate pete buttigieg carried last official act mayor south bend indiana new year day attending swearing ceremony successor james mueller buttigieg elected mayor mid sized city population said end seeking third term office still expressed reluctance sorrow tenure came end going miss mayor sure also recognize running president something commands much time attention setting aside juggling think good city good campaign buttigieg entered presidential race long shot candidate since emerged top tier contender told wndu tv tuesday reluctant hand keys love job much also course know city good hands ready make transition said new year brings new beginnings us individuals communities country responsibility mayor ended responsibility begins year let us resolve defeat president heal divided nation bring new era pic twitter com oojmxowabf pete buttigieg petebuttigieg january twitter buttigieg celebrated dawn new chapter life south bend new year brings new beginnings us individuals communities country responsibility mayor ended responsibility begins year let us resolve defeat president heal divided nation bring new era wrote mueller new york times described childhood friend buttigieg handpicked successor lauded achievements friend transforming city growing success synonymous getting south bend mueller said swearing ceremony behalf city thank predecessor mayor pete leading us comeback decade,5966,pete buttigieg steps presidency heats south bend indiana new year last official act eight years ceremony
369,would anyone like ask time late christmas new year record liquor drunk malayalees escorts long celebrations intensified towards end night liquor worth rs crore lakh sold new year alone sales rs crore christmas new year season thiruvananthapuram power house beats palarivattom beverages outlets competition,https://www.marunadanmalayali.com/news/special-report/keralites-consume-over-500-crore-worth-alcohol-during-christmas-new-year-season-171504,thiruvananthapuram malayalees ask christmas new year never yeah al sounds pretty crap looks like alcohol aint either procession various brands held bars clubs,thiruvananthapuram christmas new year malayalees ask one awesome often regular guest alcoholic excursion bars clubs,4630,long celebrations intensified towards would anyone like rs crore new year season new year alone new year record liquor looks like alcohol aint sounds pretty crap yeah al various brands new year malayalees ask clubs
370,wake canned chilli used cooking cancer,https://kannadanewsnow.com/kannada/chills-use-cation-for-food/,hubli dry chili must prepared certain food items however use non drying pepper cooker guarantee health adversely affected scientific,hubli dry chili must prepared food items however use semi dry pepper cooker guarantee affect health scientific,1466,cooking cancer drying pepper cooker dry chili must certain food items scientific adversely affected
371,singer sukhbir performs noida,http://timesofindia.indiatimes.com/videos/entertainment/events/delhi/singer-sukhbir-performs-in-noida/videoshow/73069213.cms,,,2491,singer sukhbir performs
372,hardik natashas engagement virat kohlis reaction,https://www.iamgujarat.com/sports-news/cricket/cricket-news/reaction-of-virat-kohli-on-hardik-pandya-and-natasa-stankovic-engagement-494239/,team india rounder hardik pandya reportedly got engaged natasa stankovic social media many shocked learn,hardik pandya announced team india rounder hardik pandya joined natasa stankovic social media many people shocked learn,639,virat kohli rounder hardik pandya reportedly got engaged team india social media natasa stankovic
373,india vs sri lanka series schedule team profile,https://kannada.asianetnews.com/cricket-sports/india-vs-srilanka-t20-series-full-schedule-and-squad-details-q3h42v,mumbai reuters team india cricketers arrived grand new year heroic virat kohli celebrates anniversary wife anushka sharma,mumbai reuters team india cricketers greeted new year big smile heroine virat kohli celebrates anniversary wife anushka sharma hardik pandya bollywood actress,4820,wife anushka sharma team india cricketers grand new year
374,indias full international cricket schedule stadiums venues dates,https://www.newspointapp.com/english-news/publisher-sportskeeda/top-news/india-s-full-international-cricket-schedule-2020-stadiums-venues-and-dates/articleshow/1450482075932f1c29d4fdaceb31bff8e3203d0f,india busy schedule grinding decade cricket prepared challenge upcoming hurdles year start positive winning note last decade,india busy schedule grinding decade cricket prepared challenge upcoming hurdles year start positive winning note last decade proved one best indian team far number wins concerned india matches combined tests limited games current indian captain virat kohli leading way runs decade kohli scored international runs,4235,stadiums venues last decade grinding decade b india winning note upcoming hurdles busy schedule b
375,memo another driver taking photo ips officers car standing zebra crossing,https://www.iamgujarat.com/latest-news/india-news/chandigarh-ig-car-receives-challan-for-violating-zebra-crossing-rule-494268/,last year new motor vehicle law came force india law also opposed many initially offered drivers roof heads revised motor vehicle act passed many states union territories,last year new motor vehicle law came force india many people opposed law also initially given foreign currency currency revised motor vehicles act amended several states union territories,2682,another driver taking zebra crossing ips officer car standing revised motor vehicle act initially offered drivers union territories many states last year also opposed
376,bring south africa peterson important advice england team,https://www.newspointapp.com/tamil-news/publisher-sportzwiki-tamil/top-news/articleshow/145048204fb6b2e3222e145f6a9da4b689b3c7c3,bring south africa petersons key piece advice england former captain kevin pietersens advice help england win second test south africa,bring south africa former england captain kevin pietersen second test south africa second test south africa,5967,peterson important advice south africa england team help england win south africa second test key piece
377,know could win hearts many people dhadak janhvi,https://navbharattimes.indiatimes.com/metro/mumbai/other-news/i-know-that-i-could-not-win-the-hearts-of-many-people-with-dhadak/articleshow/73070960.cms,mumbai jan language actress janhvi kapoor says knows could win hearts many people debut film dhadak janhvi hindi remake sairat made debut,mumbai jan pti actress janhvi kapoor says knows could win many hearts debut film dhadak janhvi made debut hindi remake sairat,854,dhadak janhvi many people actress janhvi kapoor says mumbai jan b b many people hindi remake dhadak debut film debut
378,reverse migration started villages pithoragarh,https://navbharattimes.indiatimes.com/state/uttarakhand/other-cities/reverse-migration-started-in-the-villages-of-pithoragarh/articleshow/73070674.cms,pithoragarh jan language people gone search livelihood villages along indo china border pithoragarh district uttarakhand decades ago returning home experts consider sign reverse migration,pithoragarh jan language people gone search livelihood decades ago villages along indo china border pithoragarh district uttarakhand returning home experts consider sign reverse migration,4421,reverse migration started uttarakhand decades ago reverse migration pithoragarh jan pithoragarh district villages along returning home experts consider china border
379,date delivery announced advance dedicated disclosure,https://www.eastcoastdaily.com/movie/2020/01/02/salman-khan-arpitha-khan-family-new-baby/,bollywood superstar salman khans birthday celebrated family friends fans biggest gift star given sister arpita khan salma,salman khans birthday celebrated family friends fans biggest prize star sister arpita khan salma,1670,bollywood superstar salman khan sister arpita khan salma biggest gift
380,cpm branch secretary arrested brutally assaulting middle aged man,https://www.eastcoastdaily.com/2020/01/02/middle-age-man-beat-for-not-giving-money-hospital-serious-condition-cpim-branch-secretary-arrest-in-parassala.html,thiruvananthapuram middle aged man brutally beaten paying collection new years eve celebrations parashala senthil victim thighs thighs,thiruvananthapuram middle aged man brutally assaulted thrown auto chest collecting money new years eve celebrations parish senthil assaulted thighs,5968,cpm branch secretary arrested brutally assaulting middle aged man thighs new year eve celebrations brutally beaten aged man
381,court felt sorry child separated mother,https://www.newspointapp.com/tamil-news/publisher-dinaseithigal-tamil/top-news/articleshow/14504820056dc85336e701d589bb0f727b2b166f,vijay sangam wife ekta protesting varanasi federal governments caa law arrested parents went jail last two weeks,wijesangam wife ekta arrested varanasi protesting caas law last two weeks,5773,court felt sorry last two weeks wife ekta vijay sangam parents went federal government caa law
382,oil starts new year higher trade optimism middle east tensions,http://economictimes.indiatimes.com/markets/commodities/news/oil-starts-new-year-higher-on-trade-optimism-middle-east-tensions/articleshow/73069491.cms,oil prices kicked new year higher thursday warming trade relations united states china eased demand concerns rising tensions middle east fuelled worries abo,oil prices kicked new year higher thursday warming trade relations united states china eased demand concerns rising tensions middle east fuelled worries supply global benchmark brent crude futures rose cents per cent barrel gmt us west texas intermediate wti crude cents per cent per barrel oil markets closed wednesday new years day benchmarks ended higher posting biggest annual gains since buoyed end year thaw prolonged trade dispute united states china worlds two largest economies deeper output cut pledged organization petroleum exporting countries opec allies oil remains supported back burner trade truce uptick political unrest iraq said stephen innes chief asia market strategist axitrader us military carried air strikes iran backed katib hezbollah militia group weekend angry air strikes protesters stormed us embassy baghdad wednesday although withdrew united states deployed extra troops brent forecast average barrel decembers estimate wti forecast average barrel decembers estimate opec led supply cuts expectations us china trade deal boosted analysts views prospects year reuters poll showed us president donald trump said tuesday us china phase trade deal would signed jan white house january also marks start deeper output cuts opec partners including russia opec allies agreed cut barrels per day bpd jan top previous cut million bpd started jan year ago fall us crude inventories last week also supported prices us crude stocks fell million barrels week ended dec compared analysts expectations decrease million barrels according data american petroleum institute api released tuesday official data energy information administration eia due friday release delayed two days new years holiday traders look towards fridays eia report forward guidance oil prices said benjamin lu analyst singapore based brokerage phillip futures,3685,china eased demand concerns warming trade relations oil prices kicked new year higher united states rising tensions
383,yo yo honey singh made new years night special fans dubai remarkable performance watch,https://www.newspointapp.com/english-news/publisher-koimoi/entertainment/yo-yo-honey-singh-made-new-years-night-special-fans-dubai-remarkable-performance-watch/articleshow/14504820b64333001183c4e98cf640ab27afc157,music sensation yo yo honey singh always given us super hit party anthems recently spotted dubai ring new year bang musician shared clips time conc,music sensation yo yo honey singh always given us super hit party anthems recently spotted dubai ring new year bang musician shared clips time concert social media looks like one party want miss honey singh took instagram shared celebrated new years eve dubai happy yo yo honey singh made new year night special fans dubai remarkable performance,3883,remarkable performance watch night special musician shared clips recently spotted new year conc
384,bengal excluded republic day parade reason mamata bjp war intensifying,https://www.newspointapp.com/malayalam-news/publisher-mangalam-malayalam/top-news/articleshow/145048208ee7fb6a5c5932e16dc9fff9e6b05040,new delhi center denied permission visual display bengal republic day parade delhi january permission denied bengal plot without giving reason,new delhi center refusing visit bengal republic day parade january bengal plot denied permission,1671,republic day parade bjp war bengal excluded republic day parade visual display permission denied new delhi january denied permission
385,xiaomi invest billion ai iot next years,http://telecom.economictimes.indiatimes.com/news/xiaomi-to-invest-7-billion-in-5g-ai-and-iot-over-next-5-years/73070362?utm_source=newspoint&utm_medium=np_app,new delhi chinese smartphone maker xiaomi corp invest billion yuan billion artificial intelligence fifth generation internet technologies next five years,new delhi chinese smartphone maker xiaomi corp invest billion yuan billion artificial intelligence fifth generation internet technologies next five years competition sector grows xiaomi chief executive lei jun made announcement letter posted companys social media account thursday provide specific investment details need turn continuous advantage aiot intelligent life absolute victory intelligent full scene completely cement king status smart era lei said using acronym artificial intelligence things reference combination ai internet technologies announced investment increases xiaomis pledge made last year invest billion yuan five years aiot strategy beijing based company started affordable cellphone maker internet enabled products include smart tvs rice cookers however xiaomi also faces intense competition home market rival huawei technologies captured record chinas smartphone market third quarter expense local manufacturers apple lei announced october company planned launch phone models follow connect us twitter facebook linkedin,1672,next years billion ai fifth generation internet technologies next five years new delhi artificial intelligence billion
386,clash chiru anger rajasekhar,https://www.newspointapp.com/telugu-news/publisher-tv5news-telugu/top-news/articleshow/1450482084ff3e5d016f8d8a2d164068db005ab7,always controversy movie artist association whole industry called family heroes screen behaving cheaply lot small poisonous things comedy actor,movie artist association always riot whole industry called family little poisonous little things acting like bad thing heroes screen comedy actorlipo,1273,rajasekhar clash small poisonous things movie artist association comedy actor whole industry behaving cheaply
387,captain america actress held connection murder,https://timesofindia.indiatimes.com/entertainment/english/hollywood/news/captain-america-actress-held-in-connection-with-murder/articleshow/73069813.cms,mollie fitzgerald minor role first avenger arrested connection murder mother,mollie fitzgerald minor role first avenger arrested connection murder mother,1274,captain america actress held mollie fitzgerald minor role first avenger
388,narendra modi makes political speech front children siddaramaiah kidi,http://www.varthabharati.in/article/karnataka/226165,bangalore jan siddaganga monastery tumkur place secular non partisan respect reason field reverence dirty politics field young children,bangalore jan ians siddaganga mutt tumkur secular non partisan honors reason field reverence dirty politics field young children,4631,siddaramaiah kidi young children bangalore jan siddaganga monastery partisan respect dirty politics
389,death toll kota hospitals continuing death row december filled,https://vijaykarnataka.indiatimes.com/news/india/9-more-infants-die-in-kota-hospital-death-toll-at-100-in-december/articleshow/73073035.cms,number children killed hospital lowest last six years steady decline number children die jk lone hospital since,number children killed hospital lowest last six years steady decline number children die jk lone hospital since,2258,december filled continuing death row death toll kota hospital last six years steady decline children killed
390,taking responsibility oppressed minorities neighboring countries indias responsibility vijay rupani,https://navbharattimes.indiatimes.com/state/gujarat/ahmedabad/taking-responsibility-for-the-oppressed-minorities-of-neighboring-countries-indias-responsibility-vijay-rupani/articleshow/73073502.cms,ahmedabad january language justifying revised citizenship act caa gujarat chief minister vijay rupani thursday said taking oppressed minorities neighboring countries india,ahmedabad jan pti justifying amended citizenship law caa gujarat chief minister vijay rupani thursday said indias duty bring oppressed minorities neighboring,1063,vijay rupani taking responsibility oppressed minorities neighboring countries revised citizenship act ahmedabad january thursday said oppressed minorities neighboring countries
391,totally depressed avoid fried fried foods,https://www.newspointapp.com/malayalam-news/publisher-webdunia-malayalam/health/articleshow/14504820b59818ce3b7617e103dbec5723fee2ee,studies show junk food consumption cause mental health problems anyone regardless age gender published international journal food science nutrition,study found use junk food cause mental health problems anyone regardless age gender color rep published international journal food science nutrition,3884,totally depressed fried foods avoid fried cause mental health problems junk food consumption food science studies show nutrition international journal
392,mahesh bhatt swara bhasker celebs join twitter rally demand release sadaf jafar,https://www.newspointapp.com/english-news/publisher-indiatimes/top-news/mahesh-bhatt-swara-bhasker-celebs-join-twitter-rally-demand-release-sadaf-jafar/articleshow/14504820997f83c002fd8935a39138000299ae32,dec sadaf jafaf well known social political activist well former teacher sadaf jafar protesting controversial citizenship amendment act national register cit,dec sadaf jafaf well known social political activist well former teacher sadaf jafar protesting controversial citizenship amendment act national register citizens lucknow neighbourhood went live facebook protest jafar also congress spokesperson arrested live social media platform rally gone violent wake section twitter users included bollywood,4632,sadaf jafar mahesh bhatt former teacher sadaf jafar dec sadaf jafaf controversial citizenship amendment act political activist national register known social cit
393,deepika padukone reveals stitched ranveer singhs pant stage concert,https://www.newspointapp.com/english-news/publisher-ibtimes/top-news/deepika-padukone-reveals-she-stitched-ranveer-singhs-pant-stage-during-concert/articleshow/145048206a0ecba31d864044cbae948a41b41b08,ranveer singh never fails grab eyeballs unconventional wacky fashion sense colourful clothes baggy outfits gully boy actor pulls almost every attire ease di,ranveer singh never fails grab eyeballs unconventional wacky fashion sense colourful clothes baggy outfits gully boy actor pulls almost every attire ease know ranveer ripped pants dancing stage deepika come rescue concert days deepika seen promoting upcoming film chhapaak appearance show deepika shared important story recalled incident wherein,6906,stitched ranveer singh deepika padukone reveals ranveer singh never fails gully boy actor pulls wacky fashion sense almost every attire grab eyeballs di colourful clothes baggy outfits
394,workload jasprit bumrah managed judiciously,https://www.newspointapp.com/english-news/publisher-sportskeeda/top-news/why-the-workload-on-jasprit-bumrah-should-be-managed-judiciously/articleshow/14504820a0f1cb744a9279c34403b48ae1f1718d,indian pace spearhead jasprit bumrah lot said workload management particularly since speedster suffered stress fracture lower back september needles,indian pace spearhead jasprit bumrah lot said workload management particularly since speedster suffered stress fracture lower back september needless say bcci must take special care workload rare talent like bumrah start bcci led president sourav ganguly right thing gujarat kerala recently speedster supposed make return competitive cricket match,3271,managed judiciously jasprit bumrah workload management stress fracture speedster suffered particularly since needles lower back
395,peeragarhi fire case transferred crime branch delhi police,https://timesofindia.indiatimes.com/city/delhi/peeragarhi-fire-case-transferred-to-crime-branch-delhi-police/articleshow/73071520.cms,,,2492,peeragarhi fire case transferred delhi police crime branch
396,bengal police allow muslim organization march,https://www.breakingbangla.com/2020/01/news.html,various political apolitical parties west bengal spoken citizenship amendment act however west bengal police allow popular front india march caa nrc,opposition citizenship amendment act opened mouth various political non political parties west bengal however west bengal police allow procession popular front india caa nrc,1873,muslim organization bengal police citizenship amendment act west bengal police west bengal various political popular front apolitical parties
397,infrastructure investment lead next leg growth india shibani sircar kurian,https://www.newspointapp.com/english-news/publisher-et/business/infrastructure-investment-lead-next-leg-growth-india-shibani-sircar-kurian/articleshow/145048205899f307df97f287c474fbf8f743e47a,next leg growth would infrastructure investment led rather consumption clearly government policies also reflect says shibani sircar kurian senior vice president,next leg growth would infrastructure investment led rather consumption clearly government policies also reflect says shibani sircar kurian senior vice president fund manager head equity research kotak mahindra amc excerpts interview etnow sense market momentum rally ahead budget continued santa rally real triggers identifying year extreme polarisation,2070,shibani sircar kurian next leg infrastructure investment infrastructure investment led rather next leg growth would
398,farmers coming day road rail picket,https://www.newspointapp.com/tamil-news/publisher-annnews-tamil/top-news/articleshow/14504820a70090b8a04938723378009fa8dd4b82,state general secretary tamil nadu farmers union shanmugam india agricultural workers union state general secretary amirthalingam said joint statement,joint statement state secretary tamil nadu farmers union shanmugam state general secretary india agricultural workers union amirthalingam said,6907,day road rail picket farmers coming state general secretary joint statement
399,case love girls amount get special gift,https://www.newspointapp.com/hindi-news/publisher-rochakpost-hindi/lifestyle/articleshow/145048201a4ab845fc0791728baae0ffd9c4f706,types zodiac signs every zodiac person different nature according zodiac women also good bad habits qualities women aries always love true love,types zodiac signs person different nature according zodiac women also good bad feelings habits demerits women aries always love true love,2895,special gift every zodiac person zodiac signs women also different nature bad habits types
400,new weapon soon shown world kim jong un,http://pradhanavartha.in/archives/246538,north korean dictator kim jong un said country go ahead nuclear program introduce strategic new weapon near future deal united states issue nuclear disarmament,north korean dictator kim jong un said country would go ahead nuclear program launch strategic new weapon near future us nuclear weapons issue,4633,kim jong un new weapon strategic new weapon nuclear disarmament nuclear program united states near future go ahead
401,insurance companies present lakhs standard medical insurance products amongst irda,https://navbharattimes.indiatimes.com/business/business-news/insurance-companies-will-have-to-offer-irda-standard-medical-insurance-products-between-rs-15-lakh/articleshow/73074244.cms,new delhi jan language different insurance companies offer different types personal medical insurance products specific benefits conditions product vary allows consumers,new delhi jan language different insurance companies offer different types personal medical insurance products specific benefits conditions product vary allows consumers,6337,present insurance companies lakhs personal medical insurance products new delhi jan allows consumers specific benefits product vary
402,kuttanad election jose mani announces udf candidate,https://www.malayalamexpress.in/archives/996350/,alappuzha jose mani mp said announce udf candidate kuttanad seat jose mani made stand clear meeting held thodupuzha pj joseph meeting,alappuzha jose mani mp today said would announce udf candidate kuttanad jose mani made stand clear meeting held thodupuzha meeting pj joseph,2493,mani announces udf candidate jose udf candidate stand clear pj joseph meeting held meeting mani made kuttanad seat jose
403,case death kota children union minister harsh vardhan assured cm gehlot possible help,http://www.khaskhabar.com/local/rajasthan/jaipur-news/news-union-minister-harsh-vardhan-assured-chief-minister-ashok-gehlot-of-all-possible-help-in-case-of-death-of-children-in-news-hindi-1-422310-KKN.html?utm_source=newspoint,jaipur spoke rajasthan chief minister ashok gehlot today assured possible help kota tragedy prevent death infants ministry health family welfare,jaipur spoke rajasthan chief minister ashok gehlot today assured possible help kota tragedy prevent death infants ministry health family welfare,4236,possible help kota children possible help kota tragedy family welfare
404,floods indonesia capital recede death toll reaches,https://m.timesofindia.com/world/rest-of-world/floods-in-indonesia-capital-recede-as-death-toll-reaches-30/articleshow/73073437.cms,floods indonesia capital recede death toll reaches top searches floods indonesia capital recede death toll reaches ap,updated jan ist people wade flooded,"""Floods in Indonesia capital recede as death toll reaches 30 Top Searches: Floods in Indonesia capital recede as death toll reaches 30 AP ",death toll reaches indonesia capital recede indonesia capital recede
405,vehicle industry yet given report ev niti aayog,https://www.newspointapp.com/hindi-news/publisher-nbt/business/articleshow/145048201817a73cd2d1d5e3f1e0d122b4e31b28,new delhi jan auto industry yet submitted report niti aayog roadmap converting two wheelers three wheelers fully electric vehicles senior government official,new delhi jan pti auto industry yet submitted report niti aayog roadmap converting two wheelers three wheelers fully electric vehicles senior government official,3079,yet given report vehicle industry niti aayog senior government official fully electric vehicles yet submitted niti aayog new delhi jan converting two auto industry
406,kohli led india capable winning icc tournaments lara,https://www.newspointapp.com/english-news/publisher-cricketnmore/top-news/kohli-led-india-capable-winning-all-icc-tournaments-lara/articleshow/14504820c543adc86c1ac1ef6ffb207e1dc7a4c6,new delhi jan batting great brian lara believes virat kohli led indian side well capable winning icc tournaments play former windies skipper also felt kohli dav,new delhi jan batting great brian lara believes virat kohli led indian side well capable winning icc tournaments play former windies skipper also felt kohli david warner rohit sharma batsmen break record highest test score kohli led team india visit australia world cup october november year men blue reaching semi finals finals icc tourname,5362,led india capable icc tournaments new delhi jan led indian side kohli dav virat kohli well capable icc tournaments
407,cwc naseem dropped pakistan squad,https://www.newspointapp.com/marathi-news/publisher-dainikprabhat-marathi/top-news/articleshow/145048208aa89d9571d4730f6ed93edf49e6aeda,karachi pakistan withdrawn young fast bowler naseem shah world cup seeing brilliant performance test series sri lanka ready play senior team,karachi pakistan named young fast bowler naseem shah world cup given magnificent performance test series sri lanka ready play senior squad,4422,pakistan naseem dropped squad world cup test series sri lanka senior team brilliant performance
408,kohlis captaincy win tournaments,https://www.newspointapp.com/hindi-news/publisher-nbt/top-news/articleshow/1450482044bfcbfb2b6bb55cb1289db1f9ee14dd,new delhi legendary batsman brian lara time believes virat kohli led indian cricket team capable winning icc tournaments year old batsman said icc tournament,new delhi veteran batsman brian lara believes virat kohli led indian cricket team capable winning icc tournaments year old batsman said icc tournament,3686,led indian cricket team legendary batsman brian lara old batsman said icc tournament icc tournaments virat kohli time believes new delhi
409,yuvraj said fire forests australia need initiative issue climate change,https://navbharattimes.indiatimes.com/world/america/yuvraj-said-on-the-fire-in-the-forests-of-australia-the-need-for-initiative-on-the-issue-of-climate-change/articleshow/73073950.cms,new delhi jan pti indias world cup winner rounder yuvraj singh termed fire australias forests tragedy said become necessary act issue climate change aas,new delhi jan pti indias world cup winner rounder yuvraj singh termed fire australias forests tragedy said become necessary act issue climate change aas,5560,yuvraj said climate change rounder yuvraj singh termed world cup winner pti india new delhi jan climate change become necessary aas
410,cm punk knocked michael coles tooth details bizarre altercation revealed,https://www.sportskeeda.com/wwe/cm-punk-knocked-out-michael-cole-s-tooth-details-of-bizarre-altercation-revealed,michael cole cm punk michael cole recalled bizarre incident cm punk latest episode corey graves bell podcast veteran wwe commentator revealed received k,michael cole cm punk michael cole recalled bizarre incident cm punk latest episode corey graves bell podcast veteran wwe commentator revealed received knee face punk four hours match jerry lawler wrestlemania damage bad knocked one front teeth punk joking around immediately apologised offered pay dental treatment cole concerned whether could call commentary night compete biggest match career phil brooks known years good friends comes reason day know comes running across ring delivers knee lift knocks front tooth like four hours wrestlemania match tooth goes flying blood everywhere punk telling oh god pay dental work sorry know got goofing around said worried dental work lose biggest pay day career knocked tooth cole went reveal lawler hit missile dropkick match led front tooth knocked end smackdown announcer picked victory commentary partner anonymous raw general manager reversed special guest referee steve austin decision award win lawler lt html gt lt head gt lt head gt lt html gt,4821,cm punk knocked bizarre altercation revealed michael cole veteran wwe commentator revealed b michael cole corey graves latest episode cm punk bizarre incident bell podcast
411,arrest congress corporator awad protest program big deal,http://sandesh.com/?p=1191745,news arrest congress corporator ahmedabad caught peoples attention city police arrested congress corporator shehzad pathan karanj police arrested shahzad transfer warrant years,news arrest congress corporation ahmedabad caught attention people city police arrested congress corporator shahzad pathan karanj police arrested shahzad transfer warrant year,2683,protest program congress corporator big deal years transfer warrant karanj police congress corporator city police caught people arrested shahzad
412,life mission project block level organizing committee today,http://pradhanavartha.in/archives/246678,thrissur life mission complete housing scheme chowannur block panchayat hold family reunion adalat january,thrissur life mission complete housing scheme chowannur block panchayat held january hold family gatherings,3885,life mission project chowannur block panchayat january family reunion
413,court sent speaker made inflammatory statements modi shah judicial custody,https://navbharattimes.indiatimes.com/state/other-states/bangalore/chennai/the-court-sent-the-speaker-who-made-inflammatory-statements-against-modi-and-shah-in-judicial-custody/articleshow/73074418.cms,chennai jan pti tamil speaker allegedly made provocative remarks prime minister narendra modi home minister amit shah arrested produced tirunelveli court thursday,chennai jan pti tamil speaker allegedly made provocative remarks prime minister narendra modi home minister amit shah arrested produced court tirunelveli thursday,4423,made inflammatory statements judicial custody court sent prime minister narendra modi home minister amit shah tirunelveli court thursday tamil speaker jan allegedly made
414,kummanams vehicle propaganda charge leased vehicles sunk bjp activist arrested,https://www.asianetnews.com/kerala-news/police-arrested-bjp-worker-for-fraud-q3hr50,thiruvananthapuram bjp activist arrested renting vehicles drowning anu native sreekaryam kallampally arrested kummana bjp candidate,thiruvananthapuram bjp activist drowned renting vehicle arrested anuvin native kallampally bjp candidate kummana,4634,vehicle propaganda charge bjp activist arrested bjp candidate bjp activist sreekaryam kallampally renting vehicles
415,nirav modi ordered appear england court january,http://maharashtratimes.indiatimes.com/video/news/uk-court-asks-nirav-modi-to-appear-on-jan-30/videoshow/73075422.cms,fugitive diamond merchant nirav modi appeared uk court video conferencing modi appear january nirav modis extradition trial scheduled may expe,fugitive diamond merchant nirav modi appeared uk court video conferencing modi appear january nirav modis extradition trial scheduled may expe,1064,nirav modi ordered january england court video conferencing uk court nirav modi may january extradition trial expe
