,id,category_tree
357,2490,Entertainment^Education-->samara nayaka returns juma masjid delhi police arranged new delhi juma masjid com caa
358,4819,Online Services^Entertainment-->surprisingly true incident january army day january every year january soldiers news release army day
359,3269,Banking & Finance^Real Estate-->smashed tv pakistani player hindu manner daughter shine revealed another issue pakistani danish kaneria interview
360,2894,Education^Real Estate-->bigg boss whole paras says mahira refuses kiss paras mahira sharma come close sometimes paras chhabra bigg boss days everyone day someone
361,"""Share market update: Mining stocks gain; Gujarat Mineral Development climbs 8% The 30 shares BSE Sensex was up 259.73 points at 41565.75. ETMarkets.com",Travel & Tourism^Real Estate-->rotating results sirisilla municipality results turn telangana rashtra samithi
362,6137,Banking & Finance^Entertainment-->mahendra singh dhoni hindi cricket news hardik pandya made big statement role like pandya said known worldwide hardik pandya finishing style finisher
363,3270,Banking & Finance^Entertainment-->umpire aleem dar surprised aus vs nz first two tests match test series last test new zealand kiwi team also suffered already lost
364,3491,Automobiles^Education-->good news first time diesel prices domestic fuel market international market till saturday new delhi diesel prices crude oil
365,5001,News & Politics^Personal Finance-->gifted captain cole old phones first match captain kohli ahead stunning gift sri lanka indian fan
366,2069,Online Services^Real Estate-->toxic vegetable project started parassala panchayath lower garden ward parassala grama panchayat toxic vegetable project toxic vegetables give saplings every household
367,5966,Entertainment^Entertainment-->sarileru nikevvaru movie directed first day blockbuster talk commercial entertainer sankranti festival
368,4630,Entertainment^Real Estate-->passenger vehicles sold utility vehicles newfound love mere india
369,1466,Banking & Finance^Banking & Finance-->karnal grain market rs full meal poor especially farmers cm said sunday inaugurated rs full meal
370,,nan^Real Estate-->manassu close button new delhi condemning minded organizations staged vv campus jawaharlal nehru deadly attack
371,639,CAN^Real Estate-->million indians living amid rising tensions union government sunday appealed gulf countries
372,4820,Banking & Finance^CAN-->flipkart great offer best price infinix hot indian smartphone market commerce website flipkart flash sale noon
373,4235,Education^Real Estate-->crore debt background aerindia needs privatization civil aviation hardeep around rs privatize air india air india crore
374,2682,Entertainment^Real Estate-->drought hits tourism popular tourist destinations attractive tourist destination fire although australia
375,5967,Click^Real Estate-->milk brand nandini launches milk brand nandini launches lakh liters marke flipboard karnataka daily supply company claimed
376,854,Entertainment^Banking & Finance-->violent attacks students protesting
377,4421,Entertainment^Entertainment-->veerapandiya kattabomman birthday celebration would first pay homage parazhachi near tiruchirappalli virudhunagar district veerapandiya kattabomman two factions fight broke control
378,1670,Real Estate^Entertainment-->official facebook page maniyan pillai raju starring siju wilson official facebook page first look poster pm today manju warrier jijo joseph
379,5968,News & Politics^Entertainment-->wearing masks last flight flipboard last flight wearing passengers said wearing masks novel coronavirus health officials hande
380,5773,Entertainment^Entertainment-->bjp begins preparations victory decided party president sources told senior leader monday started preparing bjp bjp party president new delhi national president jan
381,3685,Entertainment^Entertainment-->suman sharma award ddo resources indian engineers also participated th indian engineering conference state tamilisai saundarajan recently held declared
382,3883,Banking & Finance^Entertainment-->snowfall disrupts vehicular traffic fagu nh fagu national highway shimla dist vehicular traffic several vehicles saturday night
383,1671,Click^Real Estate-->tughlaq rule nara lokesh farmers voluntarily participate tughlaq regime paid artists movement amravati
384,1672,Banking & Finance^Entertainment-->bomb blast plot republic day five militants jaishey mohammed several places new delhi including jammu five joined detained militants bomb blast
385,1273,News & Politics^Banking & Finance-->sukhbir badal political ground punjab cabinet minister sh gurpreet singh kangar said political ground due making baseless statements sukhbir badal mental balance
386,1274,Automobiles^Entertainment-->eating human breast milk two tiger cubs mother tiger killed one three tiger cubs become new mothers two cubs zoo authorities days later
387,4631,Click^Entertainment-->bjp yuva morcha performance aam aadmi party lies vas new delhi yuva morcha gave delhi government symbolic demonstration everything different flyovers
388,2258,Entertainment^Entertainment-->bring premium tech retail users headquartered handset maker oneplus congested premium smartphone market offline us india shenzhen
389,1063,CAN^Education -->third quarter rbl bank new delhi january rbl bank informed rbl bank stock market rs crore
390,3884,Entertainment^Entertainment-->kamal haasan conducting caused much debate actress meera mithun tamil cinema social media bikini photo bigg boss
391,4632,Entertainment^Impression-->preity zinta smile chris gayle enhances film actress preity zinta often shares photos actress shared social media old picture
392,6906,Music and Audio^Entertainment-->karur vysya bank chief executive new delhi december karur vysya bank limited chief executive officer stock markets resigned due pr seshadri personal reasons monday managing director company reported
393,3271,Education ^CAN-->indusind sinks yes rallies market movers stocks indusind bank continued per cent alembic pharma
394,,nan^Real Estate-->pawan comments demolition pawan kalyan made demolition would end amravati would rayalaseema north along
395,1873,Religion & Spirituality^Real Estate-->second theft announcement poster second theft first triple role tovino thomas new film announcement poster
396,2070,Air Travel^Real Estate-->singham returns previous two episodes third installment recently indicated drishyam ajay devgn
397,6907,Banking & Finance^Music and Audio-->indian chartered accountant organization november examination chartered accountants wrote chartered accountant website icai old course new course new final result
398,2895,Real Estate^Music and Audio-->soon without otp rs make retail transactions easier one time password without otp make transactions regular customers new delhi new change looking forward commerce platforms
399,4633,Real Estate^Real Estate-->sunil subramaniam sundaram mf midcap stocks reasonable valuation delive available today
400,6337,Vehicles & Parts^Real Estate-->abvp celebrates youth festival akhil bharatiya vidyarthi parishad rashtriya kala manch dav shatabdi college youth festival
401,2493,Education^Real Estate-->new year holiday gift school children get vacations school students holidays new year december
402,4236,Real Estate^CAN-->indian overseas bank crores government increased authorized capital rs crore rs crore new delhi january indian overseas bank told indian overseas bank stock market reserved central government authorized capital
403,"""Floods in Indonesia capital recede as death toll reaches 30 Top Searches: Floods in Indonesia capital recede as death toll reaches 30 AP ",Automobiles^Entertainment-->na baba pouring full force kumar vishwas separated days left arvind kejriwal aap
404,3079,Entertainment^Entertainment-->saini thakur dazzle clinical india wickets nd i plus kmph fast delivery nippy bouncers hurryi jasprit bumrah comeback match searing late scorching dipping yorkers
405,5362,Education^Online Services-->welcomed hardik pandya unique way two became increasingly viral recently getting engaged bollywood actress natasha social media indian team engagement photos
406,4422,Gadgets & Technology^Banking & Finance-->trump congratulates kim south korea becomes sent birthday greetings kim jong un south korea people
407,3686,Education^Entertainment-->rare letters written savitribai phule written various letters husband jyotiba phule savitribai phule start women sandhya nare pawar today know savitribai first teacher
408,5560,Entertainment^Entertainment-->role looks glamorous plays malala yusufzai real life movie every struggle nobel prize malala yusufzai mal made based gul makai film titled
409,4821,Entertainment^Real Estate-->sara shares intriguing still sartik lovers kartik aaryan sara ali khan romance may big screen
410,2683,Entertainment^Click-->social media buzz katrina kaif trigger vicky kaushal social media would love vicky kaushal spotted together pa katrina kaif
411,3885,Air Travel^Entertainment-->amit shah reports e delhi police delhi police commissioner amit shah talks delhi police
412,4423,Entertainment^Real Estate-->mumbai man falls parasailing trip https
413,4634,Food & Dining^Real Estate-->caa may political science department politica ongoing protests
414,1064,News & Politics^Real Estate-->coconut milk hut traditional food items complete medicinal properties recent times coconut consumption
415,4237,News & Politics^Education-->virat kohli rohit sharma match i series first match vestim team india sri lanka another record
416,3080,Education^Click-->stunning first look sanjay leela bhansali alia bhatt revealed upcoming film gangubai kathiawadi two talented people sanjay leela bhansali eagerly waiting bollywood diamonds alia bhatt
417," Jan 02  2020  09.06 PM IST 0Comments Agencies A total of 27 cases of viral pneumonia in the central city of Wuhan were discovered and investigated by Chinese health authorities  local health commission said on Tuesday. BEIJING: China has approved a pneumonia vaccine developed by Chinese drugmaker Walvax Biotechnology's unit  its National Medical Products Administration said in a notice on Tuesday  offering an alternative to one of Pfizer 's best-selling products Prevnar 13. Pfizer's Prevnar 13  which was approved in China in 2016  was the only pneumococcal 13-valent conjugate vaccine available around the world before Walvax's product  the notice said. Walvax's pneumococcal 13-valent conjugate vaccine will be mainly used to immunize children from six weeks through to five years of age from the invasive disease caused by 13 types of bacteria  the notice showed. With more than 15 million newborn babies in 2018  China has huge demand for vaccines targeting pneumonia  which is the major cause of death of children under the age of five  the authority said. A total of 27 cases of viral pneumonia in the central city of Wuhan were discovered and investigated by Chinese health authorities  local health commission said on Tuesday. Cecolin  an HPV vaccine developed by Chinese pharmaceutical firm Innovax  has also notched approval for sales  the administration said in a separate notice issued on the same day. Cecolin will enter the HPV vaccine market shared by Merck's Gardasil vaccines and GlaxoSmithKline 's Cervarix . Read more on""",Click^Real Estate-->saving folk arts also concerned dancing different conserving folk singing
418,4424,Utility^Real Estate-->priyanka gandhi build house ready work place soon priyanka gandhi new delhi make lucknow
419,855,Entertainment^Real Estate-->one year co january carat gold new delhi hallmarked jewellery attract penalty artefacts made
420,211,Real Estate^Entertainment-->tamil nadu questioned th finance commission allocation formula crores chennai january th finance commission tamil nadu net loss monday questioned distribution formula
421,3687,Education^Entertainment-->small parties aim delhi assembly elections lok janshakti party apart dreaming big ahead delhi assembly polls tiny footprints political parties
422,4077,Entertainment^Entertainment-->weak global trend futures trade due silver slipped weak spot demand multi commodity exchange silver fell rs reduced participants new delhi jan futures trade friday due
423,4078,Entertainment^Real Estate-->payal ghosh going viral like anything payal ghosh new years koh samui holiday recently
424,3081,Education^Personal Finance-->woman alleges rape jaipur lodges fir social networking site allegedly repeatedly raped married woman became acquainted
425,6338,Religion & Spirituality^Entertainment-->college guard commits suicide retiarpalayam puthunagar area indira gandhi college wife kala age
426,2494,Gadgets & Technology^Entertainment-->also invest elss invest sensex reaches new high income tax act availing tax deduction section mutual fund
427,4822,News & Politics^Entertainment-->senate sets rules impeachment hearings bans witnesses washington january president donald trump begins impeachment hearings
428,,nan^Entertainment-->till january great indian sale per cent per cent smart phones january feature discounts amazon devices
429,2495,Automobiles^Real Estate-->old daughter killing couple accuses old baby mysterious death autopsy report
430,5363,Real Estate^Real Estate-->rs mah battery launched realme qualcomm snapdragon octa rs realme offers inch hd core chipset
431,,nan^Entertainment-->creative defense women force shaheen bagh new year make delhi relay hunger strike jamia millia university jamia milli st day today shaheen bagh new year new delhi also active
432,,nan^Real Estate-->cozy fragrances since winter calls year goes warmer
433,439,Education^News & Politics-->jan hold special sittings mp assembly madhya pradesh legislative assembly holding two special sittings scheduled tribes scheduled castes winter session ratify increasing january
434,440,Real Estate^Real Estate-->suit textile mill needs scientists growing cotton new hues conventional methods suiting requirements grown coloured cotton developing different shades textile mills commercialize naturally
435,2259,Entertainment^Education -->filmmaker anil sunkara sarileru nikevvaru dilraju sri venkateswara creations
436,1673,News & Politics^Real Estate-->school hostel aruppukottai private men ramanathapuram high school
437,3688,Religion & Spirituality^CAN-->piramal realty market projects develop mid years rs crore real estate development arm mumbai metropolitan region develop residential projects piramal realty piramal group nex
438,640,FMCG^Entertainment-->muthoot finance crisis unresolved muthoot finance mediator appointed high court evening
439,441,DFP^Real Estate-->cabinet approved disinvestment neelachal ispat nigam ltd joint venture company cabinet approved disinvestment
440,9,Online Services^Banking & Finance-->artiste gets refund top voice https
441,1467,Entertainment^Education-->girl went missing slightly mentally ill kanjirode kunjimukkanniyil pc woman went missing missing since
442,4824,Education^Music and Audio-->whatsapp group send notice members new delhi delhi police delhi high court whatsapp group send notices please tell jnu violence people
443," Mumbai: Domestic prices of steel  of which India is among the three top global producers  are expected to climb 10-12% this year  with the government’s measures to revamp infrastructure and consumption likely reviving demand...""",Education^Real Estate-->voter list election commission local government institutions upcoming elections
444,442,Banking & Finance^Education-->two aap mlas resign two aam aadmi party forthcoming delhi assembly elections new delhi
445,856,Music and Audio^Real Estate-->black exploits next world
446,1674,Entertainment^Entertainment-->dhadak janhvi many people actress janhvi kapoor says mumbai jan b b many people hindi remake dhadak debut film debut
447,5970,Online Services^Education -->forbes india list kanhaiya among people president prashant kishor forbes india prestigious list poll strategist national vice
448,3886,DFP^Real Estate-->eu common charger warns apple pushes back innovation risks thursday pushed back iphone maker apple common charger warning irk consumers eu lawmakers electronic waste
449,2684,Career & Job^Air Travel-->monday visited sikh refugees citizenship amendment act new delhi create awareness
450,4238,Real Estate^Entertainment-->new calling feature realme new safety features new phone uber top tech news week b reliance jio yet another echo device reliance jio also announced level phone whereas amazon tech brands realme unveiled lo
451,2496,CAN^Real Estate-->growing smartphone market
452,212,Banking & Finance^Entertainment-->upcoming aew dynamite time wwe champion january episode take place southaven mississippi memphis wrestling land delta blues aew dynamite
453,1675,Health & Pharmaceutical^Entertainment-->jaan tani bolai na latest bhojpuri song prem singh jaan tani bola na neel kamal singh hit bhojpuri song bhojpuri gana pe khushboo jain chhote baba
454,5002,Entertainment^Real Estate-->good news delivers good news commerce company owned
455,2260,Real Estate^Entertainment-->people know mohammad azharuddin secrets india diamond news
456,5561,News & Politics^Career & Job-->father rapes four daughters lens four daughters finally get father raped
457,3272,Entertainment^Entertainment-->india vs sri lanka virat kohli putting players team india vice pune limited overs lokesh rahul got captain rohit sharma sri lanka shikhar dhawan series
458,6138,News & Politics^Real Estate-->supreme court notice public interest litigation challenging supreme court new delhi friday filed
459,5003,News & Politics^Online Services-->shubh mangal sabdhan movie time digital desk bhumi padnek starred ayushman khurana ayushman khurana
460,4239,Education ^Real Estate-->star hotel rented office new delhi chanakyapuri
461,5562,Entertainment^Entertainment-->stopped watching chat shows newspaper reading imran khan davos january large amount barun jha
462,4636,Food & Dining^Real Estate-->golden globes red carpet priyanka chopra bold look biggest hollywood awards show seen besides priyanka chopra
463,641,Air Travel^Real Estate-->six months airline official struggling air india might june next year unless senior airline official amid conti long according
464,5971,Entertainment^Entertainment-->pubg mobile miramar revealed new updates every season duty mobile along b miramar seen features
465,2685,News & Politics^Banking & Finance-->tndte diploma result released october exam direct link tndte diploma result released direct link top searches direct link toi october exam
466,,nan^Real Estate-->blind woman gets pune police police name online elderly blind man grab land brother
467,5972,Career & Job^Banking & Finance-->grand reception ajit pawar tasha band maha vikas aghadi deputy chief minister flower showers first time
468,,nan^News & Politics-->failed coup case sentenced turkish local media turkish coup ramadan akurek failed attempt people
469,,nan^Real Estate-->priyanka like nick jonas music video close
470,6339,Air Travel^Entertainment-->visiting belur math like coming home pm modi prime minister narendra modi wes sunday participated ramakrishna math last day day visit belur math
471,5563,Real Estate^Real Estate-->posters fall small child
472,3273,Religion & Spirituality^Real Estate-->farmers happy salem district purchase price
473,5973,CAN^Entertainment-->bihar polls upcoming state poll national democratic alliance vaishali district leadership
474,,nan^Real Estate-->district police department release notice
475,,nan^Real Estate-->sunil gavaskar ranji trophy poor cousin said ranji trophy premier firs sunil gavaskar photo source payment structure class cricketers
476,,nan^Air Travel-->female suicide due relatives tragedy chronic disease wife indira thiruvannamalai thiruvannamalai theni hills feeling unwell days
477,1468,News & Politics^News & Politics-->election channel cm bjp congress working committee meeting rahul gandhi general secretary citizenship act
478,6732,Real Estate^News & Politics-->technical university exam canceled question paper irregularities tech exam held technical university examination question paper irregularities january canceled due
479,1676,Real Estate^Air Travel-->himanshi khurana looks cute new pic social media sharing many punjabi actress himanshi khurana also see
480,5974,News & Politics^Real Estate-->let anyone harm tuesday said anyo
481,4825,Online Services^News & Politics-->arjun reddy exchange banter adithya varma dhruv vikram exchanged actors vijay deverakonda social media friendly talk
482,5564,Air Travel^Real Estate-->ultimate guide according ultimate guide according
483,,nan^Real Estate-->pakistan gets economic projects million united arab emirates islamabad january medium enterprises finance advisor million
484,5188,Automobiles^Banking & Finance-->nirbhaya case known today high court defendant mukesh singh mukesh singh nirbhaya case new delhi death warrant court today
485,,nan^Entertainment-->operational preparedness eastern air force command officials said new delhi jan day visit
486,859,Religion & Spirituality^Banking & Finance-->sania mirza sails hobart international doubles final hobart international top searches hobart international pti sania mirza sails doubles final
487,5565,CAN^Real Estate-->new chinese world health organization wuhan corona virus virus called currently waking china
488,6534,FMCG^Banking & Finance-->bjp mla senior government officials vadodara jan vadodara district wednesday alleging kavana inamdar
489,1469,FMCG^Entertainment-->dead body found dead railway station due bhatapara railway station premises bhatapara railway station ticket booking room preliminary information received feared death due unknown person unidentified middle grp police
490,1677,Education^Real Estate-->kerala investors meet
491,1065,Religion & Spirituality^Real Estate-->minority girls forcible conversion government local administration sad thing incidents forced conversion minority
492,5364,Banking & Finance^Banking & Finance-->nrega workers introducing wa pay slips mgnrega workers mgnrega department
493,5189,CAN^Real Estate-->yes bank shares plunge independent director resigns deteriorating practices per cent yes bank new delhi friday tumbled
494,2071,Food & Dining^Entertainment-->never forget virat kohli ind vs aus visiting australian team beat indian team lost first odi match year wickets
495,1276,Entertainment^Real Estate-->releasing tomorrow teaser street dancer dua karo varun dhawan upcoming dance street dancer shraddha kapoor release date getting even drama film anticipated films
496,3274,Education ^Real Estate-->new incarnation hebba patel music directors show interest heroines sing songs heroines songs singing songs c heroes nothing new
497,2896,News & Politics^Real Estate-->female conductor injured running bus ksrtc bus front door female conductor bus attingal depot
498,5004,Online Services^Entertainment-->indian christians take massive rally caa nrc social activists hold placards citizenship amendment act christian community along indian government indian flags take part
499,5775,Online Services^Real Estate-->swachh league ranking https
500,2897,Real Estate^Entertainment-->call kirti suresh savitrama biopic national award kirti suresh
501,3082,News & Politics^Entertainment-->phuket flight back due technical glitch flight landed safely technical glitch precaution due jan bangalore airport
502,6535,Automobiles^Banking & Finance-->drama festival abu dhabi malayalee samaj dubai bhavayami theaters staged six committees first day different emirates
503,4241,Religion & Spirituality^Banking & Finance-->jdmc grooves jass manak janki devi memorial college tagline students educational institutions
504,,nan^Real Estate-->warak credit problems repaid indian banks
505,,nan^Real Estate-->heel turns fans demanded wwe face b dean ambrose wrestling necessarily hit necessarily good heel turn
506,5005,Religion & Spirituality^Real Estate-->du little new poster title character antona robert downey jr stephen gohan new poster du little
507,3689,FMCG^Religion & Spirituality-->art counseling psychologist writes male psychologist husband nuclear woman man complained
508,1470,FMCG^Entertainment-->new smartphones long awaited smartphone tech world today realm price major player
509,4080,Gadgets & Technology^Real Estate-->china tiptoe around holes new trade agreement two la initial trade deal boost chinese purchases united states roll back products defusing month row china signed
510,2261,Religion & Spirituality^Food & Dining-->top scientists science ahead ancient india accurate calculations also well developed mahabharata ramayana internet airplanes atomic bombs ancient times
511,5566,Entertainment^Real Estate-->budget wishlist jan pm ist union budget ju budget wishlist
512,860,Travel & Tourism^Click-->parole ends today jalees ansari family says bombings
513,3888,Entertainment^Entertainment-->alleviate financial problems worship shiva makar sankranti today makar sankranti many people travel know full bath besides bathing
514,6536,Entertainment^Real Estate-->solve health problems natural ingredients solve various health problems unique natural ingredient dna bangla desk treat congestion antiseptic
515,1679,Banking & Finance^Entertainment-->divided bollywood issues like caa nrc two big actors naseeruddin shah organized mumbai film industry still appeared sharp note jamia violence
516,1874,Click^Entertainment-->bitcoin goes ballistic level olga kharif bitcoin climbed price level highest since november th
517,6537,Education^Real Estate-->traders say samsung boycott xiaomi phones mobile phones great offer
518,5006,Real Estate^Real Estate-->eating fresh dates increase blood flow date also helps insoluble fiber improve fertility immune system fresh form crown
519," Jan 3  2020  20:10 IST The GATE examination is conducted jointly by the Indian Institute of Science (IISc)  Bangalore and the seven Indian Institutes of Technology (at Bombay  Delhi  Guwahati  Kanpur  Kharagpur  Madras and Roorkee). Screen grab of the official web page. NEW DELHI: The admit card for the Graduate Aptitude Test in Engineering (GATE) 2020 examination has been released on the official GATE Online Application Processing System (GOAPS) portal. The candidates who have applied for the GATE 2020 examination must visit the GOAPS official portal - appsgate.iitd.ac.in - to download the GATE 2020 Admit Card. The GATE examination is conducted jointly by the Indian Institute of Science (IISc)  Bangalore and the seven Indian Institutes of Technology (at Bombay  Delhi  Guwahati  Kanpur  Kharagpur  Madras and Roorkee). The GATE 2020 examination is organised by the Indian Institute of Technology Delhi (IITD). The examinations for 25 subjects/papers will be held on February 2  8 & 9 across various test cities in India. How to download GATE 2020 Admit Card? 1) Open the official portal of GOAPS - http://appsgate.iitd.ac.in/ 2) Enter your Enrollment ID / Email Address  Password  Security Code and click on Submit to login 3) Next  click on download admit card link to save a digital copy of your admit card. 4) Also  take a print out of the GATE 2020 admit card to carry it to the exam centre Why GATE score is important? GATE is a mandatory requirement for seeking admission and/or financial assistance to: (i) Master’s programs and direct Doctoral programs in Engineering/Technology/Architecture and (ii) Doctoral programs in relevant branches of Science  in the institutions supported by the MHRD and other Government agencies. Even in some colleges and institutions  which admit students without MHRD scholarship/assistantship  the GATE qualification is mandatory. Further  many Public Sector Undertakings (PSUs) have been using the GATE score in their recruitment process.""",Real Estate^Real Estate-->daily horoscope january january zodiac benefits astrologer dindigul chinnaraj zodiac signs
520,213,Online Services^Real Estate-->celebrate first makar sankranti maharashtra times reactions containing offensive words see full story automatically go live website shortly anyway
521,214,Travel & Tourism^Banking & Finance-->professor sucharita sen president oishee ghosh targets bengalis jnu also highlights professor sucharita sen hit hard
522,6340,Banking & Finance^Real Estate-->literary convention banners cleared kasapa kalkuli vithal hegde chikkamagaluru jan various parts sringeri banner galan
523,3083,Family and Relationships^Entertainment-->b virat kohli awardees announced today category contract
524,1277,Entertainment^Real Estate-->ranji trophy fraud year fraud flipboard per bcci age ranji trophy year
525,2898,Real Estate^Real Estate-->enchanting romantic spots wander around
526,5776,Entertainment^Real Estate-->saudi prince hacks phone richest man jeff bezos saudi crown prince saudi arabia richest man jeff bezos
527,4081,Entertainment^Click-->film nagar talk like wallpaper gift latest film directed superstar rajinikanth release worldwide january
528,444,Education^Real Estate-->amol mitkari exclusive hwmarathi
529,5975,Entertainment^Real Estate-->mcx mentha oil likely technically mentha oil market mcx mentha oil witnessed drop short covering open interest getting support rupees
530,4425,News & Politics^Entertainment-->haryana speaker faces protests jnu violence punjab governor panjab university campus monday faced outrage jawaharlal nehru university chandigarh administrator
531,3690,DFP^Banking & Finance-->alcoholism man beats thursday allegedly upset alcoholism police said younger sibling old brother man beat
532," Updated: Jan 03  2020  09.28 PM IST 0Comments BCCL IRCTC has a slew of benefits worked out for its passengers -- combination meals  free insurance of up to Rs 25 lakh and compensation in case of delays. New Delhi : Niti Aayog and Indian Railways have come out with a discussion paper for running 150 trains on 100 routes by private operators  envisaging an investment of Rs 22 500 crore. The discussion paper titled 'Private Participation: Passenger Trains' has identified 100 routes  including Mumbai Central-New Delhi  New Delhi- Patna  Allahabad-Pune and Dadar-Vadodara. Other prominent routes include Howrah-Chennai  Howrah Patna  Indore-Okhla  Lucknow-Jammu Tawi  Chennai-Okhla  Anand Vihar-Bhagalpur  Secunderabad-Guwahati and Howrah-Anand Vihar. The paper  prepared for discussions with stakeholders  has split the 100 routes into 10-12 clusters. As per the paper  the private operator will have the right to collect market-linked fares and will be provided flexibility of class composition and halts. The privatisation of train operation  the paper said  will help in introducing modern technology and rolling stocks with reduced maintenance. Besides  it would provide world-class service experience to passengers and also help in reducing the supply demand deficit. The operators could be domestic or international entities  the paper said. Each bidder would eligible for award of maximum three clusters  it added. The Tejas Express on the Lucknow-Delhi route  which was flagged off on October 4  is the railways' first experience of letting a non-railway operator run a train. The Tejas Express is run by railways' subsidiary IRCTC. IRCTC has a slew of benefits worked out for its passengers -- combination meals  free insurance of up to Rs 25 lakh and compensation in case of delays. The Railway Board had in October last year formed an empowered group of secretaries  headed by Niti Aayog CEO Amitabh Kant   to chalk out the modalities of the bidding process and take other decisions to fast-track awarding of bids to private players. Read more on""",Banking & Finance^Hobbies & Interests-->ali towards digital media ysr congress recent elections movies lately comedian ali big nominee
533,1471,Real Estate^Real Estate-->decide dhoni world cup indian team needs dhoni international cricketer depends new delhi
534,,nan^Real Estate-->love happens anytime something similar new delhi kerala
535,6538,News & Politics^Real Estate-->supernatural show negative role naagin anita hassanandani supernatural franchise naagin ekta kapoor television industry popular shows fourth season
536,6733,News & Politics^Entertainment-->trump gives dramatic account qassim suleimani last minutes president donald trump gave killing qassim suleimani telling saying bad things top iranian general country republican donors new justification
537,5007,Banking & Finance^News & Politics-->paper factory dead patparganj industrial area fire tenders east delhi early new delhi person died
538,4426,Education ^Real Estate-->jupiter earth jupiter throwing harmful comets new research earth detrimental effect
539,6539,Impression^Entertainment-->link pan card days left another three days pan card
540,,nan^Real Estate-->simple tips long eyeliner eyeliners also play long eyelids important role eyelashes
541,642,Religion & Spirituality^Real Estate-->american professor dismissed iran situation new york asheen fonseka american professor
542,445,Real Estate^Real Estate-->large investment opportunities port sector port sector
543,2262,Entertainment^News & Politics-->pm modi indian economy economic growth rate current financial year year low new delhi indian economy
544,1472,Banking & Finance^Real Estate-->farmer association india farmers conflict organization farmer associations rural karnataka bandh january
545,1680,Real Estate^Education-->hot photos beauty sonakshi sinha introduces hindi cinema audience star overnight movie became hit
546,6734,Music and Audio^Real Estate-->km fibre network march https
547,,nan^Entertainment-->gas cylinder bursts company pay compensation lakhs many people died heard many times gas cylinder explosion gas cylinder exploded company gives compensation
548,10,Entertainment^Real Estate-->scissors punch wife surviving husband angry driver stabbed
549,5008,Food & Dining^Banking & Finance-->remarkable performance watch night special musician shared clips recently spotted new year conc
550,3691,Impression^News & Politics-->cinema scratches film called generous lord first look poster anirudh ravichandran said twitter today twitter page
551,2686,Health & Pharmaceutical^Real Estate-->phones hit sales international smartphone market november last year per cent samsung electronics
552,1875,Travel & Tourism^Entertainment-->visit zimbabwe test series sri lanka sri lankan cricket team july last year colombo january test series icc opened first match
553,2263,CAN^Real Estate-->general strike rampurhat mixed reaction india rampurhat january general strike called rampurhat subdivision train suci circled
554,11,Family and Relationships^Entertainment-->difficult name archer said yorker bowler also fears england cricket team dashing bowler joffra archer dangerous bowling biggest batsman
555,4826,Real Estate^Real Estate-->palau first country sun cream reef toxic wednesday sun cream ban sun cream sea life pacific nation first country
556,5365,Entertainment^Real Estate-->nse turns world largest exchange derivatives trading derivatives trading nse notched world largest exchange largest
557,215,Air Travel^News & Politics-->west delhi roof collapse one injured injured uttam nagar roof without people gathered one died guard guard fire department people
558,,nan^Real Estate-->manassinakkare film debut
559,5009,Real Estate^News & Politics-->new death warrant nirbhaya accused government says nirbhaya case cannot prison rules new delhi high court delhi government death sentence clemency petition
560,,nan^Entertainment-->prime minister gift sunglasses top leader road transport bridges minister obaidul quader canada justin trudeau prime minister widely discussed watch used gift awami league
561,5567,Music and Audio^Entertainment-->adani coal import case supreme court stays cancel lr top supreme court pti price increase new delhi jan coal imports allegedly showing adani group
562,4638,Travel^CAN-->police station greater noida area police stations stations travel many people including jewelry commissioner sits km
563,5568,Automobiles^Real Estate-->state film award veteran actor state film award live tv interview veteran actor lesbian community
564,643,Vehicles & Parts^Real Estate-->four months ago four months fitness video
565,2687,Real Estate^Entertainment-->power workers accused nbt news modinagarsikari village electricity department team team je says
566,6139,Health & Pharmaceutical^Entertainment-->deadly drones ballistic missiles militia allies iran plans confront us confront us et militia allies iran plans
567,4639,Entertainment^Real Estate-->capture changing youth judged among many one contemporary dancer terence lewis initial dance shows dance india dance best dance ace choreographer
568,6341,Entertainment^Automobiles-->young sikh journalist murdered pakistani fanatics ravinder singh pakistani clerics easily get
569,,nan^Entertainment-->crore loss arrested least people citizenship amendment act railway protection force railway property west bengal bihar allegedly destroyed
570,,nan^News & Politics-->sanjay raut bjp leader sanjay raut regarding shivaji bharatiya janata party shivaji maharaj written complaint statement made descendants
571,,nan^Banking & Finance-->speaker candidature equation returned deputy speaker shivamaya said prime minister mistake character crime
572,4242,Entertainment^Health & Pharmaceutical-->also start eating eat mushrooms make many medicines eat mushroom vegetable people like making food curative diet
573,4640,Air Travel^News & Politics-->court order law arrested chidambaram defeated judge rejected karthi chidambaram muttu forest land purchased acres crore
574,1473,Online Services^Banking & Finance-->tempo permits week nbt bureau lucknow tempo member committee growing population government constituted big cities
575,1278,News & Politics^Real Estate-->read carefully black yarn wear black clothes black pen present astrology
576,217,Health & Pharmaceutical^Real Estate-->man awarded death penalty mentally unsound daughter raping killing old mentally unsound daughter awarded death penalty old man special court repeatedly raping
577,1681,Entertainment^Food & Dining-->new zealand runs leon took five wickets sydney jan spinner nathan lyon runs five wickets third test third day first innings
578,446,Banking & Finance^Real Estate-->teenager haaland scores two fellow demolition scoring two debut hat
579,644,Entertainment^Entertainment-->ufc legends could retire see daniel cormier inside b could legendary fighters last year every year
